site_datatype_id,site_id,datatype_id,site_metadata.site_id,site_metadata.site_name,site_metadata.site_common_name,site_metadata.description,site_metadata.elevation,site_metadata.lat,site_metadata.longi,site_metadata.db_site_code,site_metadata.objecttype_id,site_metadata.objecttype_name,site_metadata.basin_id,site_metadata.hydrologic_unit,site_metadata.river_mile,site_metadata.segment_no,site_metadata.state_id,site_metadata.state_code,site_metadata.usgs_id,site_metadata.nws_code,site_metadata.shef_code,site_metadata.scs_id,site_metadata.parent_objecttype_id,site_metadata.parent_site_id,datatype_metadata.datatype_id,datatype_metadata.datatype_name,datatype_metadata.datatype_common_name,datatype_metadata.physical_quantity_name,datatype_metadata.unit_id,datatype_metadata.unit_name,datatype_metadata.unit_common_name,datatype_metadata.allowable_intervals,datatype_metadata.agen_id,datatype_metadata.cmmnt,last_meas_date,last_meas_val
3615,1562,19,1562,"CARLSBAD MAIN CANAL AT HEAD NEAR CARLSBAD, NM","CARLSBAD MAIN CANAL AT HEAD NEAR CARLSBAD, NM",,3137,32.49039,-104.25273,UC,4,,19,1.306E+11,0,0,31,,08403500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3617,1563,19,1563,"PECOS RIVER BELOW AVALON DAM, NM","PECOS RIVER BELOW AVALON DAM, NM",,3125,32.48086,-104.26298,UC,9,,19,1.306E+11,0,0,0,,08404000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3621,1565,19,1565,"PECOS RIVER BELOW DARK CANYON AT CARLSBAD, NM","PECOS RIVER BELOW DARK CANYON AT CARLSBAD, NM",,3080,32.40928,-104.21497,UC,9,,19,1.306E+11,0,0,0,,08405200,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3627,1568,19,1568,"PECOS RIVER AT RED BLUFF, NM","PECOS RIVER AT RED BLUFF, NM",,2869,32.07519,-104.03944,UC,9,,19,1.306E+11,0,0,0,,08407500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3757,1633,19,1633,"NORTH FORK GUNNISON RIVER BELOW PAONIA, CO","NORTH FORK GUNNISON RIVER BELOW PAONIA, CO",,5566,38.8575,-107.62194,UC,9,,11,1.402E+11,0,0,0,,09134100,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3779,1644,19,1644,"BLACKS FORK NEAR ROBERTSON, WY","BLACKS FORK NEAR ROBERTSON, WY",,8823,40.95903,-110.57972,UC,9,,1,1.40401E+11,0,0,0,,09217900,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3781,1645,19,1645,"EAST FORK OF SMITHS FORK NEAR ROBERTSON, WY","EAST FORK OF SMITHS FORK NEAR ROBERTSON, WY",,8482,41.05386,-110.39864,UC,9,,1,1.40401E+11,0,0,0,,09220000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3795,1652,19,1652,"BIG BRUSH CREEK ABV RED FLEET RES, NR VERNAL, UT","BIG BRUSH CREEK ABV RED FLEET RES, NR VERNAL, UT",,5639,40.5887,-109.466,UC,9,,6,1.406E+11,0,0,0,,9261700,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3797,1653,19,1653,"DUCHESNE RIVER NEAR TABIONA, UT","DUCHESNE RIVER NEAR TABIONA, UT",,6202,40.30023,-110.60238,UC,9,,6,1.406E+11,0,0,0,,09277500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3799,1654,19,1654,"ROCK CREEK NEAR MOUNTAIN HOME, UT","ROCK CREEK NEAR MOUNTAIN HOME, UT",,7252,40.49328,-110.57822,UC,9,,6,1.406E+11,0,0,0,,09279000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3801,1655,19,1655,"STRAWBERRY RIVER NEAR DUCHESNE, UTAH","STRAWBERRY RIVER NEAR DUCHESNE, UTAH",,5730,40.1545,-110.5559,UC,9,,6,1.406E+11,0,0,0,,9288180,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3805,1657,19,1657,"YELLOWSTONE RIVER NEAR ALTONAH, UTAH","YELLOWSTONE RIVER NEAR ALTONAH, UTAH",,7451,40.5117,-110.342,UC,9,,6,1.406E+11,0,0,0,,9292500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3807,1658,19,1658,"DUCHESNE RIVER AT MYTON, UT","DUCHESNE RIVER AT MYTON, UT",,5071,40.20024,-110.06376,UC,9,,6,1.406E+11,0,0,0,,09295000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3809,1659,19,1659,"DUCHESNE R AB UINTA R NEAR RANDLETT, UT.","DUCHESNE R AB UINTA R NEAR RANDLETT, UT.",,4873,40.2066,-109.861,UC,9,,6,1.406E+11,0,0,0,,9295100,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3815,1662,19,1662,"UINTA RIVER AT RANDLETT, UT","UINTA RIVER AT RANDLETT, UT",,4801,40.23357,-109.80375,UC,9,,6,1.406E+11,0,0,0,,09301500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3831,1670,19,1670,"MUD CREEK BL WINTER QUARTERS CANYON AT SCOFIELD,UT","MUD CREEK BL WINTER QUARTERS CANYON AT SCOFIELD,UT",,7719,39.7215,-111.162,UC,9,,7,1.406E+11,0,0,0,,9310700,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3833,1671,19,1671,"WHITE RIVER BL TABBYUNE C NEAR SOLDIER SUMMIT, UT","WHITE RIVER BL TABBYUNE C NEAR SOLDIER SUMMIT, UT",,7250,39.8758,-111.038,UC,9,,7,1.406E+11,0,0,0,,9312600,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3835,1672,19,1672,"PRICE RIVER AT WOODSIDE, UT","PRICE RIVER AT WOODSIDE, UT",,4623,39.26444,-110.34278,UC,9,,7,1.406E+11,0,0,0,,09314500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3837,1673,19,1673,"FERRON CREEK (UPPER STATION) NEAR FERRON, UT","FERRON CREEK (UPPER STATION) NEAR FERRON, UT",,6219,39.10414,-111.21656,UC,9,,7,1.406E+11,0,0,0,,09326500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3839,1674,19,1674,"SAN RAFAEL RIVER NEAR CASTLE DALE, UTAH","SAN RAFAEL RIVER NEAR CASTLE DALE, UTAH",,5264,39.1181,-110.855,UC,9,,7,1.406E+11,0,0,0,,9328060,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3901,1705,19,1705,"LITTLE BEAR RIVER AT PARADISE, UT","LITTLE BEAR RIVER AT PARADISE, UT",,4764,41.57549,-111.85522,UC,9,,2,1.60102E+11,0,0,0,,10105900,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3907,1708,19,1708,"BEAR RIVER NEAR CORINNE, UT","BEAR RIVER NEAR CORINNE, UT",,4219,41.57632,-112.10078,UC,9,,2,1.60102E+11,0,0,0,,10126000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3909,1709,19,1709,"WEBER RIVER NEAR OAKLEY, UT","WEBER RIVER NEAR OAKLEY, UT",,6653,40.73717,-111.24797,UC,9,,4,1.60201E+11,0,0,44,,10128500,,,,9,1709,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3911,1710,19,1710,"WEBER RIVER NEAR WANSHIP, UT","WEBER RIVER NEAR WANSHIP, UT",,5898,40.79273,-111.40492,UC,9,,4,1.60201E+11,0,0,0,,10129500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3913,1711,19,1711,"SILVER CREEK NEAR SILVER CREEK JUNCTION, UT","SILVER CREEK NEAR SILVER CREEK JUNCTION, UT",,6452,40.73523,-111.47603,UC,9,,4,1.60201E+11,0,0,0,,10129900,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3915,1712,19,1712,"WEBER RIVER NEAR COALVILLE, UT","WEBER RIVER NEAR COALVILLE, UT",,5610,40.89523,-111.40186,UC,9,,4,1.60201E+11,0,0,0,,10130500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3917,1713,19,1713,"CHALK CREEK AT COALVILLE, UT","CHALK CREEK AT COALVILLE, UT",,5576,40.9205,-111.40159,UC,9,,4,1.60201E+11,0,0,0,,10131000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3919,1714,19,1714,"WEBER RIVER AT ECHO, UT","WEBER RIVER AT ECHO, UT",,5451,40.96667,-111.43333,UC,9,,4,1.60201E+11,0,0,0,,10132000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3921,1715,19,1715,"LOST CREEK NEAR CROYDEN, UTAH","LOST CREEK NEAR CROYDEN, UTAH",,5821,41.17639,-111.40556,UC,9,,4,1.60201E+11,0,0,0,,10132500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3923,1716,19,1716,"MCLEOD CREEK NEAR PARK CITY, UT","MCLEOD CREEK NEAR PARK CITY, UT",,6600,40.6874,-111.5339,UC,9,,4,1.60201E+11,0,0,0,,10133600,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3925,1717,19,1717,"EAST CANYON CREEK NR PARK CITY, UTAH","EAST CANYON CREEK NR PARK CITY, UTAH",,6372,40.7238,-111.5199,UC,9,,4,1.60201E+11,0,0,0,,10133650,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3927,1718,19,1718,"EAST CANYON CREEK NEAR JEREMY RANCH, UTAH","EAST CANYON CREEK NEAR JEREMY RANCH, UTAH",,6257,40.75967,-111.56409,UC,9,,4,1.60201E+11,0,0,0,,10133800,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3929,1719,19,1719,"EAST CANYON CREEK NEAR MORGAN, UT","EAST CANYON CREEK NEAR MORGAN, UT",,5480,40.92245,-111.60715,UC,9,,4,1.60201E+11,0,0,0,,10134500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3931,1720,19,1720,"WEBER RIVER AT GATEWAY, UT","WEBER RIVER AT GATEWAY, UT",,4806,41.13689,-111.83244,UC,9,,4,1.60201E+11,0,0,0,,10136500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3933,1721,19,1721,"SOUTH FORK OGDEN RIVER NEAR HUNTSVILLE, UTAH","SOUTH FORK OGDEN RIVER NEAR HUNTSVILLE, UTAH",,5198,41.26855,-111.6741,UC,9,,4,1.60201E+11,0,0,0,,10137500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3935,1722,19,1722,"OGDEN RIVER BL PINEVIEW RES NEAR HUNTSVILLE, UT","OGDEN RIVER BL PINEVIEW RES NEAR HUNTSVILLE, UT",,5484,41.25,-111.85,UC,9,,4,1.60201E+11,0,0,0,,10140100,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3937,1723,19,1723,"WEBER RIVER NEAR PLAIN CITY, UT","WEBER RIVER NEAR PLAIN CITY, UT",,4224,41.27828,-112.09189,UC,9,,4,1.60201E+11,0,0,0,,10141000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3947,1728,19,1728,"SIXTH WATER CR AB SYAR TUNNEL, NR SPRINGVILLE, UT","SIXTH WATER CR AB SYAR TUNNEL, NR SPRINGVILLE, UT",,6396,40.118,-111.315,UC,9,,5,1.60202E+11,0,0,0,,10149000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3949,1729,19,1729,"DIAMOND FORK ABOVE RED HOLLOW, NEAR THISTLE, UT","DIAMOND FORK ABOVE RED HOLLOW, NEAR THISTLE, UT",,5402,40.0763,-111.384,UC,9,,5,1.60202E+11,0,0,0,,10149400,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3951,1730,19,1730,"SPANISH FORK AT CASTILLA, UT","SPANISH FORK AT CASTILLA, UT",,4879,40.04968,-111.54797,UC,9,,5,1.60202E+11,0,0,0,,10150500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3953,1731,19,1731,"PROVO RIVER NEAR WOODLAND, UT","PROVO RIVER NEAR WOODLAND, UT",,6979,40.55773,-111.16878,UC,9,,5,1.60202E+11,0,0,0,,10154200,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3955,1732,19,1732,"PROVO RIVER AT RIVER ROAD BRIDGE, NR HEBER CITY,UT","PROVO RIVER AT RIVER ROAD BRIDGE, NR HEBER CITY,UT",,5712,40.5544,-111.4339,UC,9,,5,1.60202E+11,0,0,0,,10155200,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3957,1733,19,1733,"PROVO RIVER NEAR MIDWAY, UT.","PROVO RIVER NEAR MIDWAY, UT.",,5493,40.5069,-111.4499,UC,9,,5,1.60202E+11,0,0,0,,10155300,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3959,1734,19,1734,"SPRING CREEK NEAR HEBER CITY, UTAH","SPRING CREEK NEAR HEBER CITY, UTAH",,5508,40.50865,-111.43861,UC,9,,5,1.60202E+11,0,0,0,,10155400,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3961,1735,19,1735,"PROVO RIVER NEAR CHARLESTON, UT","PROVO RIVER NEAR CHARLESTON, UT",,5434,40.48412,-111.46352,UC,9,,5,1.60202E+11,0,0,0,,10155500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3963,1736,19,1736,"SNAKE CREEK NEAR CHARLESTON, UT","SNAKE CREEK NEAR CHARLESTON, UT",,5431,40.48528,-111.46639,UC,9,,5,1.60202E+11,0,0,0,,10156000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3965,1737,19,1737,"DANIELS CREEK AT CHARLESTON, UTAH","DANIELS CREEK AT CHARLESTON, UTAH",,5428,40.46083,-111.47194,UC,9,,5,1.60202E+11,0,0,0,,10157500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
3967,1738,19,1738,"PROVO RIVER AT PROVO, UT","PROVO RIVER AT PROVO, UT",,4519,40.23773,-111.69937,UC,9,,5,1.60202E+11,0,0,0,,10163000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
4255,1709,20,1709,"WEBER RIVER NEAR OAKLEY, UT","WEBER RIVER NEAR OAKLEY, UT",,6653,40.73717,-111.24797,UC,9,,4,1.60201E+11,0,0,44,,10128500,,,,9,1709,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
10118,1113,19,1113,RIO GRANDE BELOW CABALLO DAM,RIO GRANDE BELOW CABALLO DAM,,4163,32.885,-107.29278,UC,9,,2689,1.30301E+11,0,0,31,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
10122,1541,20,1541,"RIO GRANDE CONVEYANCE CHANNEL AT SAN MARCIAL, NM","RIO GRANDE CONVEYANCE CHANNEL AT SAN MARCIAL, NM",,4471,33.68767,-106.99261,UC,9,,13,1.30202E+11,0,0,31,,08358300,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
10123,1542,20,1542,"RIO GRANDE FLOODWAY AT SAN MARCIAL, NM","RIO GRANDE FLOODWAY AT SAN MARCIAL, NM",,4490,33.6806,-106.9929,UC,9,,13,1.30202E+11,0,0,31,,8358400,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
14041,1116,19,1116,RIO GRANDE FLOODWAY AT SAN ACACIA,RIO GRANDE FLOODWAY AT SAN ACACIA,,4666,34.25639,-106.89083,UC,9,,13,1.30202E+11,0,0,31,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
14286,1719,20,1719,"EAST CANYON CREEK NEAR MORGAN, UT","EAST CANYON CREEK NEAR MORGAN, UT",,5480,40.92245,-111.60715,UC,9,,4,1.60201E+11,0,0,0,,10134500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
14310,1722,20,1722,"OGDEN RIVER BL PINEVIEW RES NEAR HUNTSVILLE, UT","OGDEN RIVER BL PINEVIEW RES NEAR HUNTSVILLE, UT",,5484,41.25,-111.85,UC,9,,4,1.60201E+11,0,0,0,,10140100,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
14356,3029,19,3029,GUNNISON TUNNEL AB LATERAL,GUNNISON TUNNEL AB LATERAL,,10227,38.485,-107.7492,UC,11,,11,1.402E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
14357,3028,19,3028,GUNNISON TUNNEL SOUTH CANAL,GUNNISON TUNNEL SOUTH CANAL,,9423,38.4836,-107.7556,UC,11,,11,1.402E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
14465,1116,20,1116,RIO GRANDE FLOODWAY AT SAN ACACIA,RIO GRANDE FLOODWAY AT SAN ACACIA,,4666,34.25639,-106.89083,UC,9,,13,1.30202E+11,0,0,31,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
14495,3068,19,3068,"DAVIES DITCH, COLORADO",DAVIES DITCH,,,39.053953,-108.449039,UC,4,,0,1.401E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
14534,1714,20,1714,"WEBER RIVER AT ECHO, UT","WEBER RIVER AT ECHO, UT",,5451,40.96667,-111.43333,UC,9,,4,1.60201E+11,0,0,0,,10132000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
14552,3081,19,3081,UTE DIVERSION (TOWAOC CANAL),UTE DIVERSION,Towaoc Canal Total Diversions,5802,37.223693,-108.696594,UC,4,,10,1.40801E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
14553,1301,1191,1301,DOLORES TUNNEL OUTLET NEAR DOLORES,DOLORES TUNNEL OUTLET,,6921,37.4596,-108.5418,UC,4,,10,1.40802E+11,0,0,44,,,,,DOLTUNCO,0,0,1191,average diversion,ave diversion,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
14557,1301,20,1301,DOLORES TUNNEL OUTLET NEAR DOLORES,DOLORES TUNNEL OUTLET,,6921,37.4596,-108.5418,UC,4,,10,1.40802E+11,0,0,44,,,,,DOLTUNCO,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
14558,1302,20,1302,DOVE CREEK CANAL BELOW GREAT CUT DIKE,DOVE CREEK CANAL,,,37.513884,-108.590263,UC,11,,10,1.40802E+11,0,0,6,,,,,DOVCANCO,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
14560,3081,20,3081,UTE DIVERSION (TOWAOC CANAL),UTE DIVERSION,Towaoc Canal Total Diversions,5802,37.223693,-108.696594,UC,4,,10,1.40801E+11,0,0,6,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
18994,777,20,777,GREEN RIVER ABOVE FONTENELLE (LA BARGE),GREEN RIVER ABOVE FONTENELLE (LA BARGE),,6532,42.19278,-110.1625,UC,9,,1,1.40401E+11,0,0,50,,09209400,,,,9,51,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
19071,723,20,723,DEER CREEK RESERVOIR DIVERSIONS TO SALT LAKE AQUEDUCT,DEER CREEK  TO SALT LAKE AQUEDUCT,,5295,40.405,-111.5301,UC,4,,0,1.60202E+11,0,0,44,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
19122,2698,19,2698,TYZACK DIVERSION AT RED FLEET,TYZACK DIVERSION AT RED FLEET,,,40.5663,-109.40938,UC,4,,1,1.406E+11,0,0,44,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
19123,2698,20,2698,TYZACK DIVERSION AT RED FLEET,TYZACK DIVERSION AT RED FLEET,,,40.5663,-109.40938,UC,4,,1,1.406E+11,0,0,44,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
19124,720,20,720,CURRANT TUNNEL DIVERSION TO STRAWBERRY AQUEDUCT,CURRANT TUNNEL OUTLET,,7609,40.216,-111.1059,UC,4,,0,1.406E+11,0,0,0,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
19130,1517,20,1517,RIO CHAMA BELOW ABIQUIU DAM,"RIO CHAMA BELOW ABIQUIU DAM, NM",,6156,36.2366,-106.4179,UC,9,,18,1.30201E+11,0,0,0,,8287000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
19131,721,20,721,STRAWBERRY RESERVOIR DIVERSIONS TO SYAR TUNNEL,SYAR TUNNEL INLET,,7595,40.1689,-111.1836,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
19132,722,20,722,UPPER STILLWATER RESERVOIR DIVERSIONS TO STRAWBERRY AQUEDUCT,STILLWATER DIVERSION TO STRAWBERRY AQUEDUCT,,8067,40.5579,-110.7018,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
19143,3084,20,3084,LA PLATA WEST M & I WATER DIV,LA PLATA WEST AT LAKE NIGHTHORSE,La Plata West M&I Diversion,6908,37.23078,-107.92757,UC,4,,15,1.40801E+11,0,0,6,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
19144,3084,19,3084,LA PLATA WEST M & I WATER DIV,LA PLATA WEST AT LAKE NIGHTHORSE,La Plata West M&I Diversion,6908,37.23078,-107.92757,UC,4,,15,1.40801E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
19146,3240,1211,3240,DURANGO PUMPING PLANT,"DURANGO PUMPINGPLANT, TO LAKE NIGHTHORSE",,6461,37.2587,-107.8779,UC,318,,15,1.40801E+11,0,0,6,,,,,,0,0,1211,volume of pumped flow,volume of pumped flow,flow,1,acre-feet,acre-feet,non-instant,0,,,
19150,3085,19,3085,ANIMAS RIVER BELOW DPP,ANIMAS RIVER BELOW DPP,Gage on Animas below Durango Pumping Plant,6437.4,37.24926389,-107.8725833,UC,9,,15,1.40801E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
19151,3085,20,3085,ANIMAS RIVER BELOW DPP,ANIMAS RIVER BELOW DPP,Gage on Animas below Durango Pumping Plant,6437.4,37.24926389,-107.8725833,UC,9,,15,1.40801E+11,0,0,6,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
19183,1113,20,1113,RIO GRANDE BELOW CABALLO DAM,RIO GRANDE BELOW CABALLO DAM,,4163,32.885,-107.29278,UC,9,,2689,1.30301E+11,0,0,31,,,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
19184,1095,20,1095,"RIO GRANDE AT OTOWI BRIDGE, NM","RIO GRANDE AT OTOWI BRIDGE, NM",,5501,35.8745,-106.14244,UC,9,,13,1.30201E+11,0,0,31,,08313000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
19185,1526,20,1526,"RIO GRANDE BELOW COCHITI DAM, NM","RIO GRANDE BELOW COCHITI DAM, NM",,5241,35.618,-106.32394,UC,9,,13,1.30202E+11,0,0,31,,08317400,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
19186,1534,20,1534,RIO GRANDE AT ALBUQUERQUE,RIO GRANDE AT ALBUQUERQUE,,4952,35.0892,-106.6809,UC,9,,13,1.30202E+11,0,0,31,,8330000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20212,2691,1191,2691,OSO DIVERSION NEAR CHROMO,OSO DIVERSION,,9875,37.030278,-106.73722,UC,4,,16,1.40801E+11,0,0,6,,,,,OSODIVCO,0,0,1191,average diversion,ave diversion,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20213,2690,1191,2690,LITTLE OSO DIVERSION NR CHROMO,LITTLE OSO DIVERSION,,,37.07556,-106.81056,UC,4,,16,1.40801E+11,0,0,0,,,,,LOSODVCO,0,0,1191,average diversion,ave diversion,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20214,2692,1191,2692,BLANCO DIVERSION NEAR PAGOSA SPRINGS,BLANCO DIVERSION,,11558,37.20361,-106.81111,UC,4,,16,1.40801E+11,0,0,6,,,,,BLADIVCO,0,0,1191,average diversion,ave diversion,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20226,1514,20,1514,"RIO CHAMA AT LA PUENTE, NM","RIO CHAMA NEAR LA PUENTE, NM",,7156,36.6624,-106.634,UC,9,,18,1.30201E+11,0,0,0,,08284100,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20230,1519,20,1519,"RIO CHAMA NEAR CHAMITA, NM","RIO CHAMA NEAR CHAMITA, NM",,5669,36.07356,-106.11169,UC,9,,18,1.30201E+11,0,0,0,,08290000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20231,1515,20,1515,RIO CHAMA BELOW EL VADO DAM,"RIO CHAMA BELOW EL VADO DAM, NM",,6705,36.58,-106.7249,UC,9,,18,1.30201E+11,0,0,0,,8285500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
20234,2723,19,2723,RIO GRANDE NEAR LOBATOS,RIO GRANDE NEAR LOBATOS,,7439,37.07861,-105.75694,UC,9,,13,1.301E+11,0,0,31,,,LOBC2,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
20235,2723,20,2723,RIO GRANDE NEAR LOBATOS,RIO GRANDE NEAR LOBATOS,,7439,37.07861,-105.75694,UC,9,,13,1.301E+11,0,0,31,,,LOBC2,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
